state,crop_type,farm_size_ha,avg_rainfall_mm,avg_temperature_c,soil_ph,soil_type,fertilizer_kg_per_ha,pesticide_used,irrigation_used,seed_variety,yield_tonnes_per_ha
Ogun,Sorghum,0.7,1659.4,29,6.38,Clay,65.4,No,No,Local,1.21
Anambra,Rice,1,2334.7,27.7,5.43,Loamy,170.7,No,No,Local,2.41
Sokoto,Maize,0.33,302.1,29.1,5.15,Sandy,164.8,No,Yes,Local,2.61
Nasarawa,Cassava,0.78,1137.9,27,6.17,Loamy,54.7,Yes,No,Local,9.17
Plateau,Rice,4.9,1403.5,26.2,5.32,Loamy,102.2,No,No,Improved,4.08
Adamawa,Cassava,1.55,1470,31.3,5.99,Clay,115.9,Yes,Yes,Local,8.94
Edo,Maize,2.36,1547.6,26.7,5.22,Clay,93.1,Yes,No,Improved,2.13
Katsina,Rice,0.53,666.6,33.5,5.25,Sandy,113.3,Yes,No,Local,3.09
Adamawa,Rice,2.52,1217.8,30.8,7.08,Clay,34.8,Yes,No,Local,2.99
Sokoto,Maize,1.54,458.1,33.5,5.67,Sandy,117,Yes,No,Improved,3.01
Imo,Cassava,3.51,1806,26.6,5.99,Loamy,170.5,No,No,Improved,9.14
Oyo,Maize,1.36,1674.8,27.4,5.69,Loamy,190.2,No,No,Local,1.81
Taraba,Maize,8.11,1462.2,29.8,4.65,Loamy,113.7,Yes,No,Local,2.19
Osun,Rice,0.6,2125.8,29.4,5.5,Clay,39.5,Yes,No,Improved,2.71
FCT,Maize,1.3,1369.5,25,6.01,Sandy,173.2,Yes,No,Improved,2.48
Akwa Ibom,Cassava,0.49,1562.7,25.9,5.5,Clay,54.5,Yes,No,Local,8.72
Kaduna,Cassava,4.12,894.2,31.9,6.13,Sandy,185.5,Yes,No,Local,7.1
Katsina,Cassava,7.26,403.7,30.4,7.05,Clay,86.7,No,Yes,Improved,13.43
Taraba,Sorghum,1.35,1461,26.2,5.55,Loamy,15.4,No,No,Local,1.1
Sokoto,Rice,0.43,430.4,32.4,6.73,Sandy,137.9,Yes,No,Local,2.52
Ogun,Maize,3.25,2102,25.5,7,Clay,75.1,Yes,No,Local,2.14
Plateau,Cassava,1.07,1252.2,26.1,6.23,Sandy,145,Yes,No,Local,9.51
Imo,Cassava,4.03,2393,27.3,5.84,Loamy,138.6,No,No,Improved,11.14
Zamfara,Maize,1.21,684.7,33,6.29,Loamy,115,Yes,Yes,Local,1.23
FCT,Rice,1.06,1271.1,26.7,5.74,Loamy,114.1,No,No,Local,2.65
Bayelsa,Cassava,1.34,2497.7,22.2,4.67,Loamy,132.1,Yes,Yes,Improved,10.56
Gombe,Sorghum,0.49,934.2,29.4,5.54,Sandy,117,No,No,Improved,1.47
Imo,Rice,2.01,1877.9,25.4,7.06,Clay,76,Yes,No,Improved,3.29
Plateau,Maize,0.36,1248.7,30.7,4.03,Loamy,189.7,No,No,Local,1.42
Plateau,Sorghum,0.6,1468.3,28.6,6.03,Loamy,9.8,No,Yes,Improved,1.47
Ebonyi,Sorghum,2.27,1544.9,27.7,5.1,Clay,142.3,No,No,Local,0.8
Borno,Sorghum,1.31,331.5,33.2,5.35,Sandy,9.3,Yes,No,Local,1.21
Oyo,Cassava,4.93,1814.2,28.4,5.65,Clay,99.9,Yes,Yes,Local,11.02
FCT,Rice,11.7,1300.6,30.3,5.36,Loamy,105.1,No,No,Improved,3.94
Delta,Cassava,2.15,1987.8,29.7,6.22,Loamy,147.6,No,Yes,Improved,10.02
Ekiti,Sorghum,0.5,2253.2,27.2,6.31,Sandy,52.2,Yes,No,Local,1.17
Enugu,Cassava,3.49,2259.3,22.6,5.16,Loamy,74.8,No,No,Local,8.27
Osun,Rice,15.38,2486.9,26.1,5.3,Clay,104.1,Yes,No,Improved,3.56
Edo,Sorghum,1.49,1644.6,26.5,5.16,Loamy,43.7,No,No,Local,1.05
Sokoto,Maize,1.15,517,34.3,5.26,Sandy,66.6,No,No,Local,2.04
Ogun,Rice,1.89,2258.5,28.5,5.47,Sandy,90.5,No,Yes,Improved,4.64
Kogi,Maize,0.57,1148,27.1,6.79,Loamy,109.5,No,No,Improved,2.61
Plateau,Rice,3.53,1326.8,26.1,4.83,Loamy,147.7,Yes,No,Local,2.6
Oyo,Maize,0.81,2146.1,28.5,5.97,Clay,116.1,No,No,Improved,2.75
Plateau,Cassava,0.86,1407.1,26.5,6.61,Sandy,145.9,Yes,No,Local,8.17
Osun,Cassava,4.51,2093.1,27.7,4.94,Loamy,190.8,No,No,Improved,8.72
Niger,Sorghum,1.32,1023.2,25.3,5.74,Loamy,52.5,Yes,No,Improved,1.72
Benue,Sorghum,0.2,1310.3,24.1,5.88,Loamy,58.8,No,No,Improved,1.93
Akwa Ibom,Rice,1.01,2126.1,26,6.39,Clay,102.1,Yes,No,Improved,3.92
Kano,Rice,0.63,788.3,27.3,6.27,Loamy,171.9,No,Yes,Local,3.14
Osun,Yam,1.34,1981.4,28.1,6.03,Clay,125,No,Yes,Local,9.37
Anambra,Rice,2.39,1959.2,22.5,5.38,Clay,155,No,No,Local,2.5
Cross River,Maize,0.54,2078.1,26.6,5.66,Clay,110.6,No,No,Improved,2.52
Adamawa,Cassava,0.88,1313.4,29.5,5.84,Clay,30,No,No,Improved,10.5
Oyo,Maize,1.81,2481,28.4,5.01,Loamy,90.4,Yes,No,Improved,2.5
Katsina,Sorghum,0.83,553.3,30.6,5.45,Clay,91.3,Yes,No,Improved,1.93
Plateau,Yam,1.94,1455.7,30.5,6.3,Clay,138.4,No,No,Local,6.18
Gombe,Sorghum,0.77,955.1,27.9,5.87,Sandy,85.8,Yes,Yes,Improved,1.81
Sokoto,Sorghum,1.39,568.4,37.3,6.63,Clay,54.1,No,No,Improved,1.42
Gombe,Yam,2.84,892.3,34.7,7.15,Clay,69.8,Yes,Yes,Improved,11.01
Anambra,Yam,0.72,2154.9,22.2,5.13,Clay,102.8,Yes,Yes,Improved,12.72
Edo,Sorghum,0.69,1831,24.6,7.03,Clay,22,No,No,Improved,1.56
Lagos,Sorghum,0.75,1760.9,29,6.85,Loamy,117.4,No,No,Local,1.13
Ekiti,Sorghum,1.71,2001.5,25.2,5.49,Clay,1.5,Yes,Yes,Local,1.17
Osun,Sorghum,4.01,1937.2,27.4,7.45,Clay,0,No,No,Local,0.92
Osun,Rice,0.83,1855,22.1,5.61,Clay,76.6,Yes,No,Local,2.68
Yobe,Sorghum,2.21,594,28,5.76,Clay,25.6,No,No,Improved,1.57
Kano,Maize,0.7,685.3,32,5.04,Sandy,134.9,Yes,No,Local,1.94
Nasarawa,Sorghum,0.83,1082.8,26.9,4.84,Sandy,41.5,Yes,No,Local,1.33
Enugu,Yam,2.7,2148.9,23.6,5.13,Clay,84.2,No,No,Improved,7.34
Oyo,Sorghum,3.03,1506.5,24.9,5.73,Sandy,42.3,Yes,No,Improved,2.14
Kaduna,Rice,0.34,849.2,31.1,5.86,Clay,153.5,Yes,No,Improved,3.37
Benue,Maize,0.2,1331.9,26.8,5.79,Loamy,90.1,No,No,Local,1.5
Abia,Rice,3.37,1737.7,28.7,5.65,Clay,99.6,Yes,No,Local,3.02
Bayelsa,Rice,2.36,2287.3,23.2,6.33,Sandy,85.8,No,No,Local,3.37
Ogun,Sorghum,0.86,1863,25.1,6.22,Clay,0,No,No,Local,1.06
Borno,Sorghum,1.14,540.6,30.1,5.83,Sandy,51.2,No,No,Local,1.45
Ogun,Rice,3.29,1585.3,28.3,5.11,Loamy,132.8,Yes,No,Local,3.38
Kebbi,Sorghum,0.85,921.6,34.8,5.13,Clay,26.7,Yes,No,Local,1.55
Yobe,Sorghum,1.67,392.5,36.9,5.16,Sandy,54,No,No,Improved,1.53
Imo,Sorghum,1.71,1927.6,22.7,6.3,Clay,95.5,No,No,Improved,1.59
FCT,Rice,1.63,1144.1,30.3,6.4,Sandy,86.4,Yes,No,Local,3.25
Ondo,Sorghum,2.62,2259,23.2,5.69,Sandy,77.3,Yes,No,Local,1.19
Edo,Yam,2.12,2041.8,24.6,6.03,Clay,172.9,Yes,No,Local,7.11
Ondo,Yam,0.92,1853.9,26.7,5.96,Loamy,141.3,No,No,Improved,11.04
Gombe,Yam,4.18,832.7,27.3,6.02,Sandy,104,No,No,Local,8.1
Ogun,Rice,1.56,2185.4,29.4,4.73,Loamy,112.8,No,No,Local,3.44
Niger,Maize,1.82,1337.4,28.4,5.92,Clay,161.7,No,No,Improved,2.6
Jigawa,Sorghum,2.4,596.4,33.4,5.7,Loamy,71.6,Yes,No,Local,1.61
Plateau,Rice,4.29,1211.6,25.9,5.78,Clay,148.5,Yes,No,Improved,4.08
Lagos,Cassava,2.17,2230.9,24.1,6.82,Clay,37,No,No,Improved,8.22
Cross River,Sorghum,2.78,2118.9,24.3,5.49,Loamy,0,Yes,No,Improved,1.27
Osun,Rice,2.96,2085.9,28.5,6,Loamy,143.6,No,No,Local,3.51
Ebonyi,Rice,1.23,2402.5,28.2,5.93,Clay,61.7,No,Yes,Improved,4.01
Yobe,Cassava,0.4,664.9,35,5.49,Sandy,154.8,No,Yes,Local,8.72
Enugu,Cassava,0.91,1982.1,23.1,7.18,Sandy,115.1,No,No,Improved,9.75
Ebonyi,Maize,2.69,2067.8,28.3,5.72,Loamy,84.9,Yes,No,Local,2.27
Cross River,Sorghum,0.37,1859.9,23,6.21,Clay,70.9,No,No,Improved,1.39
Lagos,Cassava,0.49,2141.4,29.6,5.87,Loamy,123,No,No,Local,6.3
Edo,Yam,2.18,1669.5,22.2,5.79,Loamy,141.1,No,No,Local,6.81
Niger,Sorghum,9.74,1442.3,26.2,6.51,Loamy,89.3,No,No,Local,0.96
Yobe,Sorghum,3.15,642.2,29.9,6.19,Loamy,29.4,Yes,No,Local,1.45
Cross River,Rice,1.15,1883.3,28.4,6.66,Clay,81.8,No,Yes,Improved,3.5
Ebonyi,Rice,0.98,2401.2,23.4,6.24,Loamy,141.6,Yes,No,Local,2.61
Kwara,Yam,0.71,1384.2,28.9,5.39,Clay,116.4,Yes,No,Improved,11.59
Anambra,Sorghum,1.95,1863.9,28.1,5.96,Loamy,215.6,No,Yes,Improved,0.87
Cross River,Rice,1.03,2495.7,26.9,4.01,Loamy,81.2,No,Yes,Improved,3.99
Benue,Cassava,1.41,1325.7,24.8,6.54,Clay,149.9,No,No,Local,8.41
Akwa Ibom,Maize,1.25,1668.7,27.3,7.43,Sandy,131.6,Yes,No,Local,2.21
Jigawa,Rice,1.22,349.5,32.6,5.54,Sandy,60.9,No,No,Local,2.68
FCT,Sorghum,1.78,1058.7,30.3,7.01,Sandy,48.6,Yes,Yes,Local,1.54
Niger,Cassava,2.65,1118.3,24.8,5.99,Sandy,81.4,No,No,Local,8.03
Abia,Rice,9.13,2170.7,26.2,6.46,Clay,42.9,Yes,Yes,Improved,3.98
Gombe,Maize,0.67,759.4,26.5,7.57,Clay,143.3,Yes,No,Local,2.59
Sokoto,Cassava,0.93,402.6,33.1,6.71,Sandy,87.9,No,No,Improved,9.66
Rivers,Sorghum,1.41,2091.6,29.3,5.86,Clay,101.3,Yes,Yes,Improved,1.64
Gombe,Cassava,1.17,905.3,28.1,5.56,Clay,78.5,No,No,Improved,10.64
Jigawa,Maize,15.79,518.9,29.7,6.44,Sandy,120.1,No,No,Local,2.23
Yobe,Maize,2.27,435.6,35.1,5.93,Sandy,90.8,No,Yes,Improved,2.47
FCT,Rice,1.4,1478.8,25.5,7.15,Loamy,68.4,No,No,Improved,3.95
Ebonyi,Yam,0.9,2491.8,23.2,5.04,Clay,141.6,Yes,No,Local,6.22
Kano,Yam,1.16,617.3,28.8,6.27,Loamy,85.1,No,No,Local,5.19
Osun,Rice,0.44,2092.4,25.8,6.03,Loamy,61.9,Yes,No,Local,1.54
Benue,Cassava,4.8,1167.9,31.5,5.79,Clay,51.7,Yes,No,Local,9.31
Adamawa,Cassava,2.21,1320.2,28,5.55,Loamy,6.8,No,No,Local,7.83
Kano,Maize,1.24,958.1,29.4,5.98,Sandy,131.9,No,Yes,Improved,2.98
Bayelsa,Maize,2.77,1539.2,29.7,5.39,Loamy,153.2,No,No,Local,2.15
Katsina,Sorghum,1.73,690.3,35.8,6.93,Sandy,67.7,Yes,No,Improved,1.63
Nasarawa,Rice,2.94,1254.8,29,5.97,Loamy,119.4,No,No,Local,3.28
Borno,Maize,0.24,367.3,31.7,5.5,Clay,79.6,No,No,Improved,2.78
Abia,Yam,3.34,1735.3,29.4,6.07,Loamy,126.9,Yes,No,Local,7.56
Cross River,Sorghum,1.82,2245.8,28.8,5.05,Clay,40.4,No,Yes,Improved,1.75
Imo,Sorghum,0.79,2088,23.2,5.63,Clay,62.7,No,No,Improved,1.48
Niger,Cassava,9.74,1181.2,24.5,4.8,Clay,37.5,No,No,Improved,10.27
Sokoto,Sorghum,1.41,671.7,33.2,5.86,Sandy,78.1,No,No,Local,1.29
Nasarawa,Yam,4.59,1039.8,25.7,5.86,Sandy,132.1,No,No,Improved,10.26
Jigawa,Rice,2.12,516.4,29.1,5.68,Sandy,139.4,Yes,No,Local,2.83
Enugu,Cassava,0.77,1990.9,29.4,5.59,Loamy,131.2,No,No,Improved,10.67
Rivers,Sorghum,0.31,1928.2,28.1,5.57,Loamy,25.7,No,No,Improved,1.32
Ekiti,Maize,0.25,1739.6,26.9,6.24,Clay,115.9,No,No,Improved,3.18
Ondo,Sorghum,1.65,1538.9,27.9,4.58,Clay,98.1,No,No,Local,0.68
Rivers,Rice,0.43,2463.5,22.3,6.33,Clay,70.4,No,No,Improved,3.01
Adamawa,Rice,0.49,1224.5,26.9,6.06,Loamy,76.4,Yes,No,Local,3.05
Zamfara,Maize,0.64,954.8,27.7,5.85,Sandy,64,No,No,Local,1.81
Plateau,Cassava,1.4,1111.1,27.9,5.66,Loamy,94.7,Yes,No,Improved,10.18
Ebonyi,Maize,0.81,1656.9,25.5,5.43,Loamy,143.6,No,No,Improved,2.5
Bauchi,Sorghum,0.87,660.7,31.7,7.02,Clay,111.5,No,No,Improved,0.63
Akwa Ibom,Maize,1.02,2126.5,29.3,5.83,Loamy,119,Yes,No,Local,2.2
Lagos,Maize,3.22,1539.3,26.2,5.87,Clay,150.2,Yes,No,Local,2.03
Ekiti,Sorghum,0.93,2065.8,25.2,5.84,Loamy,108.8,No,No,Improved,1.18
Niger,Yam,0.6,1133.3,26.4,6.33,Loamy,97.7,Yes,No,Local,8.49
Ogun,Cassava,0.5,2179.2,22,6.48,Clay,105.2,Yes,No,Local,9.19
Osun,Rice,0.4,1972.9,24.5,5.77,Sandy,102.8,Yes,No,Local,3.89
Enugu,Sorghum,2.01,2458.3,29.5,5.85,Clay,32.5,No,No,Local,1.19
Adamawa,Yam,1.95,1476.6,29.3,5.38,Sandy,64.8,No,No,Local,6.98
Delta,Sorghum,1.46,2448.2,27.8,6.64,Sandy,99,No,No,Improved,1.48
Enugu,Yam,0.2,1925,22.7,5.95,Clay,43.1,Yes,Yes,Local,9.92
Akwa Ibom,Yam,1.27,1514.3,26.4,6.67,Sandy,78.6,No,No,Local,8.12
Bayelsa,Sorghum,0.63,1807.5,22.8,5.81,Loamy,105.9,No,No,Improved,1.44
Rivers,Sorghum,2.93,2008.6,27,5.74,Clay,10.2,No,No,Improved,1.24
Ondo,Rice,1.41,2070.1,29,6.83,Sandy,101.5,Yes,Yes,Local,3.2
Niger,Maize,0.25,1253.3,24.1,4.78,Clay,102.5,No,No,Local,2.13
Osun,Rice,0.88,1998.3,23.2,5.79,Clay,146.5,No,No,Local,3.16
Akwa Ibom,Sorghum,0.59,2050.6,27.1,6.97,Loamy,95.5,Yes,No,Local,1.14
Akwa Ibom,Yam,1.88,2488.2,26.3,6.75,Loamy,128.5,Yes,No,Local,6.88
Ebonyi,Sorghum,1.2,2033.7,24.2,6.29,Clay,0,No,No,Improved,1.14
Bayelsa,Cassava,1.72,2450.3,28.5,4.95,Clay,104.6,Yes,No,Improved,10.78
Lagos,Rice,2.1,1900.3,23.2,6.14,Loamy,132.3,No,No,Improved,4.48
Kwara,Yam,0.24,1288.9,29.8,5.97,Clay,6.8,Yes,Yes,Local,8.65
Imo,Cassava,0.67,2090.3,26.2,5.01,Loamy,65.1,Yes,No,Local,8.21
Katsina,Cassava,2.17,694.7,32.6,6.33,Sandy,115,No,No,Local,4.02
Katsina,Cassava,2.17,625.9,35.3,5.41,Clay,86.6,Yes,No,Local,8
Borno,Sorghum,1.93,618,36.1,5.41,Sandy,109.8,No,No,Improved,1.14
Niger,Yam,5.45,1033.1,27.1,5.45,Loamy,96.7,Yes,No,Local,10.15
Cross River,Cassava,1.26,1672.9,26,5.44,Clay,156.6,No,No,Improved,10.26
Cross River,Rice,2.7,2483.3,23.9,6.31,Clay,58.7,No,No,Local,2.23
Katsina,Yam,1.03,302.5,28.4,6.99,Loamy,106.5,Yes,No,Improved,8.58
Imo,Maize,1.99,1927.1,28.8,6.39,Clay,82.2,Yes,No,Improved,2.22
Delta,Rice,4.9,2417.9,29.6,5.53,Loamy,121.1,Yes,No,Local,3.29
Anambra,Maize,0.79,2369,27.7,6.79,Sandy,138.2,Yes,No,Improved,3.18
Kwara,Rice,0.93,1162.5,30.5,5.77,Clay,156,No,No,Improved,3.1
Imo,Maize,2.93,2106.6,29.8,6.09,Clay,106.8,No,No,Local,2.09
Nasarawa,Maize,0.35,1187.4,27.3,5.96,Sandy,94,No,No,Local,2.25
Gombe,Yam,1.31,705.8,30.3,5.88,Sandy,101.6,No,No,Local,8.61
Benue,Yam,1.48,1000.9,31.8,6.82,Loamy,86,No,No,Improved,9.24
Enugu,Yam,0.47,2066.9,28.6,5.76,Loamy,139.3,Yes,Yes,Local,8.67
Kogi,Maize,0.73,1109,30.9,6.41,Sandy,63,Yes,No,Local,2.36
Benue,Maize,1.27,1493,28,6.61,Loamy,109,Yes,No,Local,1.94
Cross River,Maize,0.73,1746.6,23.1,6.5,Clay,145.3,No,No,Local,1.68
Delta,Cassava,12.15,2048.8,29.5,4.92,Loamy,75.5,No,No,Improved,9.41
Taraba,Yam,1.02,1373.2,25.5,6.32,Loamy,125.8,Yes,No,Local,9.88
Jigawa,Cassava,2.93,458.7,29.3,5.17,Loamy,42.5,Yes,No,Improved,11.4
Gombe,Cassava,1.92,773.2,27.5,5.5,Sandy,81.8,No,No,Improved,12.46
Borno,Cassava,1.68,300.5,33.7,6.36,Sandy,198.4,No,No,Improved,9.79
Kaduna,Cassava,0.71,988,27.4,7.49,Loamy,131.9,No,Yes,Local,10.86
Abia,Sorghum,1.31,2373.4,27.5,6.55,Loamy,113.4,No,No,Local,1.06
Anambra,Maize,0.99,2048.8,27.9,5.39,Clay,112.6,No,No,Improved,2.63
Bayelsa,Yam,0.61,2353.3,26.2,6.26,Loamy,55.8,Yes,Yes,Local,8.29
Enugu,Maize,2.18,1933.6,25.4,5.49,Loamy,80.5,No,No,Improved,2.75
Plateau,Maize,3.31,1106,27.4,4.87,Clay,142.4,No,Yes,Local,2.36
Kaduna,Sorghum,1.27,920.6,31.4,5.55,Sandy,104.5,No,No,Improved,1.69
Ogun,Yam,1.05,1513.8,29,6.29,Loamy,128,No,No,Local,8.49
Yobe,Maize,4.39,326.2,28.1,6.33,Sandy,120,No,No,Local,1.89
Zamfara,Maize,7.49,955.7,31.9,6.24,Loamy,142.4,Yes,Yes,Local,2.6
Sokoto,Rice,0.89,462.4,31.5,5.4,Sandy,145.9,No,No,Local,2.34
Rivers,Cassava,1.3,2377.2,22.8,6.9,Loamy,81,No,Yes,Local,11.06
Imo,Rice,0.92,2045.7,24.2,5.72,Loamy,172,No,No,Local,2.77
Kano,Maize,1.39,999.5,28.6,6.87,Clay,181,No,No,Improved,3.02
Kebbi,Yam,1.11,789,33.8,6.19,Sandy,70,Yes,Yes,Local,9.07
Kaduna,Sorghum,3.22,617.1,34.6,6.41,Sandy,82.9,No,Yes,Local,1.77
Lagos,Yam,0.51,2200.9,29.1,5.56,Clay,61.7,No,No,Improved,10.9
Jigawa,Yam,3.94,644.1,37.2,5.86,Clay,145.7,No,No,Improved,5.72
Bayelsa,Sorghum,1,1510.5,25.7,4.78,Loamy,32.1,No,No,Local,1.06
Anambra,Rice,4.38,1673.5,30,5.3,Loamy,76.1,No,No,Local,3.63
FCT,Sorghum,1.76,1148.5,24.7,5.23,Clay,62.5,No,No,Local,1.39
Nasarawa,Sorghum,1.55,1032,31.7,6.05,Clay,3.2,Yes,No,Improved,1.39
Enugu,Cassava,0.93,1506.8,25.8,5.69,Clay,149.9,No,No,Local,7.31
Niger,Rice,1.99,1311,24.4,5.48,Clay,60.8,Yes,No,Local,2.98
Borno,Maize,4.1,598.1,33.7,4.43,Loamy,72.7,Yes,No,Local,1.99
Sokoto,Rice,1.39,548.8,34.9,6.34,Sandy,148.8,No,No,Local,2.58
Ekiti,Yam,1.13,1719.9,25.3,7.31,Clay,99.6,Yes,No,Local,7.23
Ebonyi,Rice,3.09,2315,27.8,5.22,Loamy,56.8,No,Yes,Improved,3.92
Anambra,Sorghum,2.61,2274.5,22,4.75,Clay,49.9,No,No,Improved,1.39
Kaduna,Rice,2.35,846.5,30.9,6.83,Loamy,185.8,No,Yes,Improved,3.58
Ogun,Yam,5.75,2116.7,22.6,6.46,Clay,70.3,Yes,No,Local,5.88
Enugu,Cassava,8,2264.6,27.3,5.81,Loamy,63.5,No,No,Local,6.63
Bauchi,Cassava,3.24,948.5,32,6.54,Loamy,57.9,No,No,Local,7.88
Benue,Rice,2.65,1076.6,29.1,5.73,Loamy,145.4,No,No,Improved,1.92
Lagos,Cassava,3.89,2303.6,26.1,6.77,Clay,90.5,Yes,No,Local,4.15
Adamawa,Maize,1,1340.4,29.8,4.95,Sandy,80.3,Yes,No,Improved,2.77
Katsina,Sorghum,1.18,435.7,29.5,6.2,Loamy,50.5,No,No,Improved,1.77
Ogun,Cassava,1.47,1729.1,22.3,5.82,Clay,186.5,No,No,Improved,9.57
Anambra,Rice,1.24,2373,25.2,5.49,Clay,146.8,No,No,Local,1.97
Enugu,Sorghum,2.99,1534.8,24,6.83,Clay,57.5,Yes,No,Improved,1.53
Plateau,Yam,4.06,1210.8,28.9,5.76,Loamy,63.1,No,No,Improved,10.98
Edo,Yam,0.49,2274.3,27.9,4.69,Clay,112.2,No,No,Local,6.15
Ogun,Rice,1.22,2263.9,24.2,6.97,Sandy,73.5,No,No,Local,2.23
Osun,Yam,1.71,1623.8,26.4,5.23,Sandy,141.8,Yes,No,Local,7.69
Jigawa,Cassava,0.76,663,28.7,6.25,Loamy,45.2,No,No,Improved,11.1
Akwa Ibom,Rice,0.35,2078.7,23.9,6.21,Loamy,104.8,No,No,Improved,2.97
Bauchi,Sorghum,0.68,732.1,33,5.97,Loamy,0,No,No,Improved,1.46
Nasarawa,Yam,2.17,1189.8,31.3,6.29,Clay,109,No,No,Local,8.44
Osun,Yam,1.15,2049.5,28.5,5.13,Loamy,62.1,Yes,No,Local,7.74
Nasarawa,Maize,0.34,1383.1,30,5.47,Clay,129.1,No,No,Local,1.95
Abia,Sorghum,0.65,1591.4,25.9,5.98,Clay,16.7,Yes,No,Improved,1.69
Anambra,Rice,1.32,2142.2,29.3,6.94,Sandy,67.2,Yes,No,Improved,3.4
Plateau,Maize,1.42,1280.3,25.3,5.03,Loamy,72.8,No,No,Local,1.99
Benue,Cassava,0.29,1017.1,26.8,6.25,Loamy,69.9,Yes,No,Local,10.98
Kano,Yam,1.3,842.5,26.3,6.08,Clay,91.3,Yes,No,Local,10.56
Niger,Sorghum,1.8,1047.3,29.4,6.58,Sandy,0,No,No,Local,1.12
Jigawa,Maize,0.52,395.5,36.8,6.4,Sandy,106.6,Yes,No,Local,1.96
Anambra,Cassava,2.91,2026.8,28.5,5.84,Loamy,70.5,Yes,No,Improved,12.38
Kwara,Cassava,3.83,1115.2,28.6,5.69,Clay,102.4,Yes,No,Improved,12.69
Osun,Yam,0.82,2207.8,26.9,5.52,Clay,115.5,Yes,No,Local,7.76
Zamfara,Rice,6.98,824.3,29,6.22,Sandy,66.8,No,No,Improved,2.76
Lagos,Rice,1.1,2244.8,25.2,5.79,Clay,42.8,Yes,No,Local,2.77
Abia,Yam,5.3,1544.9,28,6.35,Loamy,108.4,No,No,Local,9.8
Rivers,Maize,9.26,1537.2,23.4,6,Clay,137.2,No,No,Local,1.66
Nasarawa,Maize,1.38,1166.4,28.2,5.26,Loamy,121.5,No,No,Local,2.26
Imo,Sorghum,0.83,2213.6,22.1,6.04,Loamy,7.4,Yes,No,Local,1.41
Gombe,Maize,2.62,881.1,29.8,6.51,Loamy,92.8,Yes,No,Local,2.14
Gombe,Sorghum,1.63,914.7,28.3,6.8,Sandy,123,No,No,Improved,1.27
Gombe,Rice,2.17,953.5,33,6.38,Loamy,141.9,No,No,Improved,3.09
Plateau,Rice,1.84,1151.8,28.4,6.29,Sandy,211.8,No,No,Improved,3.48
Taraba,Cassava,0.32,1007.3,27.5,6.06,Loamy,78.6,Yes,No,Local,8.74
Bayelsa,Rice,0.92,1710.3,29.7,7.9,Loamy,144.4,No,No,Improved,3.16
Sokoto,Maize,1.96,442.2,28.1,5.74,Sandy,141.5,No,No,Improved,2.01
Sokoto,Maize,1.28,639.3,30.1,5.13,Sandy,134.5,Yes,No,Local,1.99
Oyo,Yam,2.13,2143,29.9,5.28,Sandy,82,Yes,No,Improved,11.17
Akwa Ibom,Cassava,1.11,1933,29,5.52,Loamy,20.7,Yes,Yes,Local,8.27
Ogun,Rice,0.46,1779.1,23.6,6.23,Clay,78.9,Yes,No,Improved,3.77
Katsina,Maize,3.06,531.4,34.1,5.35,Sandy,102.1,No,No,Improved,2.52
Ebonyi,Rice,0.64,1740,23.7,7.21,Loamy,180.4,No,Yes,Improved,3.66
Kaduna,Yam,1.9,807.7,33.9,6.47,Sandy,68.9,No,No,Local,8.22
Kogi,Cassava,3.03,1329.7,27.5,5.77,Clay,0,No,No,Improved,7.4
Kano,Yam,1.37,830.1,28.6,5.68,Sandy,25.8,Yes,No,Improved,7.69
Katsina,Maize,0.72,648.9,35.5,5.7,Sandy,135,Yes,Yes,Improved,3.19
Akwa Ibom,Cassava,1.41,1923.2,22.5,6,Clay,0,Yes,No,Local,6.81
Adamawa,Maize,1.79,1223.3,28.6,6.08,Loamy,98.4,No,No,Local,2.44
Lagos,Cassava,0.2,2236.6,22.6,5.88,Clay,84.1,Yes,No,Improved,10.71
FCT,Maize,1.8,1066.6,30,5.94,Sandy,116.8,Yes,No,Local,2.35
Ebonyi,Sorghum,2.85,2270.9,29.6,6.76,Loamy,154.7,Yes,No,Improved,1.12
Akwa Ibom,Cassava,6.57,2330.8,26.6,5.08,Clay,77.2,Yes,No,Local,9.37
FCT,Rice,1.52,1233,29.5,5.9,Loamy,93.6,No,No,Improved,4.37
Bauchi,Yam,4.64,930.1,34.2,5.33,Sandy,167.6,No,No,Improved,8.17
Anambra,Sorghum,8.07,1585.4,27,4.99,Clay,131.1,Yes,No,Local,0.93
Imo,Rice,2.89,2176.5,29.1,6.5,Clay,154.9,No,No,Improved,3.49
Ogun,Sorghum,1.65,2097,27.9,5.76,Sandy,70.7,Yes,No,Local,1.29
Kano,Cassava,7.04,609.6,29.1,5.83,Sandy,67.3,No,No,Improved,10.92
Jigawa,Maize,0.71,459.6,36.8,5.63,Sandy,59.7,No,No,Improved,1.78
Ondo,Sorghum,0.89,2250.2,26.4,6.26,Sandy,33,No,No,Improved,1.2
Kebbi,Maize,3.41,913.9,30.2,6.28,Sandy,154.7,No,No,Local,1.97
Lagos,Sorghum,0.69,2447.7,24.1,5.59,Clay,77.8,Yes,No,Local,1.48
Akwa Ibom,Cassava,0.72,2081.7,25.4,5.35,Sandy,92.4,No,No,Local,8.01
Gombe,Rice,0.56,612.8,33.1,5.21,Sandy,108.6,No,Yes,Improved,3.51
